name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,age,points,games_played,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls
Tari Eason,Houston Rockets,United States,17,PF,SF,3-Level Scoring Threat,"6'8""",215,"7'2""",3695160,3,2001-05-10,79,78,89,80,63,80,80,80,70,85,80,50,70,47,70,65,71,90,76,73,76,22,9.8,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3
Taurean Prince,Milwaukee Bucks,United States,12,SF,PF,Catch & Shoot Ace,"6'6""",218,"7'0""",2087519,9,1994-03-22,75,88,69,83,70,75,80,78,60,84,81,68,70,55,63,64,74,41,53,31,51,29,8.9,78,49,27,3.2,7.3,0.442,1.8,4.6,0.396,1.4,2.8,0.519,0.566,0.6,0.9,0.735,0.3,2.7,2.9,1.5,0.7,0.4,0.9,1.9
Taylor Hendricks,Utah Jazz,United States,0,PF,SF,3-Level Scoring Threat,"6'9""",215,"7'1""",5848680,2,2003-11-22,76,88,75,81,80,75,72,75,62,92,80,55,69,62,63,68,68,46,71,55,69,20,7.3,40,23,21.4,2.7,6,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9
Terance Mann,Los Angeles Clippers,United States,14,SG,SF,Inside-Out Shot Creator,"6'5""",215,"6'8""",11423077,6,1996-10-18,76,91,63,78,68,80,71,73,50,85,80,79,79,83,53,54,66,38,42,52,49,27,8.8,75,71,25,3.4,6.6,0.515,0.9,2.7,0.348,2.4,3.9,0.633,0.587,1.1,1.3,0.832,1.2,2.2,3.4,1.6,0.6,0.2,0.6,1.9
Terrence Shannon Jr.,Minnesota Timberwolves,United States,00,SG,SF,Shot-Creating 3-Level Threat,"6'6""",215,"6'8""",2546640,1,2000-07-30,71,80,76,75,80,50,89,87,58,90,80,68,79,68,55,49,72,54,42,37,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry Rozier III,Miami Heat,United States,2,PG,SG,3-Level Scoring Playmaker,"6'1""",190,"6'8""",24924126,10,1994-03-17,80,93,90,80,86,50,82,82,62,98,82,84,88,89,57,55,75,43,50,34,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Bryant,Miami Heat,United States,31,C,NA,Board-Hunting Lob Threat,"6'10""",255,"7'6""",2087519,8,1997-07-31,71,93,69,65,82,25,62,57,80,88,82,40,53,42,56,63,40,38,74,71,87,26,5.7,38,4,11.6,2.3,3.9,0.577,0.1,0.6,0.182,2.2,3.3,0.646,0.591,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2
Tidjane Salaun,Charlotte Hornets,France,31,PF,SF,Interior Threat,"6'10""",203,"7'2""",7488720,1,2005-08-10,71,73,72,72,73,60,71,82,60,88,80,47,66,45,59,69,72,59,40,52,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Hardaway Jr.,Detroit Pistons,United States,8,SG,SF,Shot-Creating 3-Level Threat,"6'5""",205,"6'7""",16193183,12,1992-03-16,76,76,82,79,88,75,68,75,55,85,83,75,78,84,49,45,70,37,30,30,54,31,14.4,79,12,26.8,5,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3
T.J. McConnell,Indiana Pacers,United States,9,PG,NA,2-Way Perimeter Playmaker,"6'1""",190,"6'2""",9300000,10,1992-03-25,79,97,90,79,74,85,76,82,44,85,83,88,79,86,69,49,82,80,37,41,60,31,10.2,71,4,18.2,4.6,8.4,0.556,0.3,0.6,0.409,4.4,7.7,0.568,0.572,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1,0.1,1.5,1.1
Tobias Harris,Detroit Pistons,United States,12,PF,SF,Balanced Offensive Four,"6'8""",226,"6'11""",25365854,14,1992-07-15,80,89,85,80,90,60,75,67,73,97,82,77,79,78,58,59,58,43,57,43,69,31,17.2,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3,0.878,1.1,5.3,6.5,3.1,1,0.7,1.3,1.6
Torrey Craig,Chicago Bulls,United States,13,PF,SF,Stretch Four,"6'5""",221,"6'11""",2845342,11,1990-12-19,74,80,54,83,78,95,63,80,49,80,80,52,69,50,69,74,79,42,61,61,66,33,5.7,53,14,19.8,2,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1
Tosan Evbuomwan,Detroit Pistons,United Kingdom,18,PF,SF,Skilled Stretch,"6'7""",217,"6'11""",NA,2,2001-02-16,70,84,72,79,80,60,64,60,58,88,85,69,75,69,50,57,57,35,51,60,58,22,5.9,17,8,21.6,2.1,4.2,0.507,0.7,1.9,0.375,1.4,2.3,0.615,0.592,1,1.5,0.68,1.1,2.5,3.5,0.9,0.4,0.3,0.5,1.4
Toumani Camara,Portland Trail Blazers,Belgium,33,PF,SF,Stretch Four,"6'7""",220,"7'1""",1891857,2,2000-05-08,74,75,67,77,68,70,63,61,65,80,80,58,65,57,60,60,60,56,56,66,61,23,7.5,70,49,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2,3.8,0.523,0.516,1.1,1.4,0.758,2,2.9,4.9,1.2,0.9,0.5,1.2,2.5
Trae Young,Atlanta Hawks,United States,11,PG,NA,Offense-Heavy Point,"6'1""",164,"6'3""",43031940,7,1998-09-19,89,92,86,83,89,85,84,84,50,95,86,82,96,97,48,31,55,56,37,31,43,25,25.7,54,54,36,8,18.7,0.43,3.2,8.7,0.373,4.8,10,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2
Trayce Jackson-Davis,Golden State Warriors,United States,32,C,PF,Board-Hunting Lob Threat,"6'9""",245,"7'0""",1891857,2,2000-02-22,76,94,70,44,63,60,79,79,63,85,80,62,66,64,59,63,58,40,88,85,74,23,7.9,68,16,16.6,3.4,4.9,0.702,0,0,0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2,3,5,1.2,0.4,1.1,0.7,1.6
Tre Jones,San Antonio Spurs,United States,33,PG,NA,Playmaking Inside-Out Threat,"6'1""",185,"6'4""",9104167,5,2000-01-08,78,91,70,76,84,75,80,80,60,85,81,85,84,85,57,34,75,49,32,39,54,24,10,77,48,27.8,3.9,7.8,0.505,0.8,2.5,0.335,3.1,5.3,0.584,0.558,1.3,1.5,0.856,0.8,3,3.8,6.2,1,0.1,1.5,1.2
Tre Mann,Charlotte Hornets,United States,23,SG,PG,Shot-Creating 3-Level Threat,"6'3""",178,"6'4""",4908373,4,2001-02-03,76,87,80,82,76,70,74,74,53,88,80,80,83,78,55,49,66,76,32,36,63,22,9.3,41,28,24.1,3.5,7.7,0.459,1.1,3.1,0.373,2.4,4.6,0.516,0.533,1.1,1.4,0.763,0.5,3.1,3.6,4,1.2,0.1,1.6,1.2
Trendon Watford,Brooklyn Nets,United States,9,PF,C,Inside-Out Scoring Threat,"6'8""",237,"7'2""",2726603,4,2000-11-09,74,94,68,80,82,60,63,63,79,85,80,59,50,62,52,66,52,41,60,57,72,23,6.9,63,2,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1,1.7
Trevelin Queen,Orlando Magic,United States,12,SG,NA,Ball Hawk,"6'5""",190,"6'8""",NA,5,1997-02-25,67,67,68,65,73,70,70,70,49,80,83,65,70,62,55,40,60,83,63,54,64,26,2.9,14,0,11.8,1,2.7,0.368,0.2,1.2,0.176,0.8,1.5,0.524,0.408,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1
Trey Jemison III,New Orleans Pelicans,United States,55,C,NA,Paint Protector,"6'10""",260,"7'2""",NA,2,1999-11-28,72,80,50,29,68,75,55,52,76,90,82,44,40,45,59,71,37,37,82,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lyles,Sacramento Kings,Canada,41,PF,C,Stretch Four,"6'9""",234,"7'2""",8000000,10,1995-11-05,75,83,75,82,65,75,66,59,69,81,84,55,58,68,51,68,36,33,55,53,74,28,7.2,58,0,20,2.5,5.5,0.445,1.4,3.8,0.384,1,1.8,0.578,0.576,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5
Trey Murphy III,New Orleans Pelicans,United States,25,SF,PF,3 & D Wing,"6'8""",206,"7'0""",5159854,4,2000-06-18,80,87,63,82,83,70,84,84,60,85,80,59,50,64,61,69,69,43,56,38,65,23,14.8,57,23,29.6,4.8,10.9,0.443,3,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2
Tristan da Silva,Orlando Magic,Germany,23,PF,C,Stretch Four,"6'9""",229,"7'1""",3628440,1,2001-05-15,70,77,76,80,82,55,85,67,62,90,80,64,69,68,53,64,64,33,44,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tristan Thompson,Cleveland Cavaliers,Canada,13,C,NA,Board-Hunting Lob Threat,"6'9""",254,"7'1""",NA,14,1991-03-13,70,92,67,62,38,25,63,64,74,80,90,31,39,70,58,75,54,38,62,91,75,32,3.3,49,0,11.2,1.5,2.4,0.608,0,0,0,1.5,2.4,0.613,0.608,0.3,1.1,0.288,1.5,2.1,3.6,1,0.2,0.3,0.6,1.2
Tristan Vukcevic,Washington Wizards,Serbia,00,C,PF,Rim Protector,"6'10""",220,"7'3""",NA,2,2003-03-11,70,78,71,72,81,55,57,55,72,89,80,45,51,55,52,59,44,43,76,45,80,20,8.5,10,4,15.3,2.9,6.7,0.433,1,3.6,0.278,1.9,3.1,0.613,0.507,1.7,2.2,0.773,0.6,3,3.6,1.3,0.5,0.7,1,2.8
Tristen Newton,Indiana Pacers,United States,4,PG,SG,Steady Playmaker,"6'5""",190,"6'9""",NA,1,2001-04-26,68,70,69,73,81,55,76,81,49,88,80,75,79,74,53,49,64,58,42,52,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Jerome,Cleveland Cavaliers,United States,2,PG,SG,Playmaking Sharpshooter,"6'5""",195,"6'4""",2560975,6,1997-07-08,72,96,87,82,92,55,69,73,56,85,80,84,86,84,52,40,66,41,37,30,48,26,2,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1
Tyler Herro,Miami Heat,United States,14,SG,PG,Inside-Out Shot Creator,"6'5""",205,"6'3""",29000000,6,2000-01-20,83,93,80,83,88,70,79,78,59,85,80,79,83,84,51,46,69,38,30,32,67,24,20.8,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5
Tyler Kolek,New York Knicks,United States,13,PG,SG,Perimeter Threat,"6'3""",190,"6'7""",NA,1,2001-03-27,70,79,79,79,83,50,74,84,54,90,80,80,86,80,53,32,73,66,35,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Smith,Milwaukee Bucks,United States,15,PF,SF,3-Level Scoring Threat,"6'11""",224,"6'10""",1157153,1,2004-11-02,69,72,75,76,73,60,72,69,58,85,80,39,57,58,48,53,52,35,59,47,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrese Haliburton,Indiana Pacers,United States,0,PG,SG,Offensive Architect,"6'5""",185,"6'8""",42176400,5,2000-02-29,90,97,97,82,88,80,83,83,59,95,80,98,92,98,68,60,77,53,56,34,55,23,20.1,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1
Tyrese Maxey,Philadelphia 76ers,United States,0,PG,SG,Offensive Architect,"6'2""",200,"6'7""",35147000,5,2001-11-04,89,82,86,85,89,85,90,90,44,98,77,85,89,89,61,52,79,41,51,32,48,23,25.9,70,70,37.5,9.1,20.3,0.45,3,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1,0.5,1.7,2.2
TyTy Washington,Phoenix Suns,United States,14,PG,NA,Mid-Range Shot Creator,"6'3""",195,"6'7""",NA,3,2001-11-15,71,78,77,70,75,75,80,80,54,95,80,68,86,69,54,55,66,49,37,27,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyus Jones,Phoenix Suns,United States,21,PG,NA,3-Level Scoring Playmaker,"6'1""",196,"6'5""",NA,10,1996-05-10,78,95,93,85,77,65,71,71,34,92,84,84,86,88,54,30,67,49,45,30,47,27,12,66,66,29.3,4.9,10.1,0.489,1.6,3.9,0.414,3.3,6.2,0.537,0.569,0.5,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1,0.7
Ulrich Chomche,Toronto Raptors,Cameroon,16,C,PF,Rebounder,"6'11""",220,"7'3""",NA,1,2005-12-30,68,62,59,58,50,40,84,74,68,85,80,52,59,65,57,64,44,53,74,69,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasilije Micic,Charlotte Hornets,Serbia,22,PG,SG,Playmaking Middy Specialist,"6'3""",203,"6'7""",7723000,11,1994-01-13,75,68,87,69,87,70,75,75,44,88,82,84,86,84,47,35,63,41,40,31,42,30,7,60,21,19.6,2.7,6.2,0.43,0.7,2.6,0.279,1.9,3.6,0.537,0.488,1,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1
Victor Wembanyama,San Antonio Spurs,France,1,C,PF,Versatile Enforcer,"7'4""",210,"8'0""",12768960,2,2004-01-04,91,86,71,78,82,90,66,66,57,94,88,72,70,75,85,95,76,59,99,69,92,20,21.4,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2
Vince Williams Jr.,Memphis Grizzlies,United States,5,SF,SG,3 & D Wing,"6'4""",205,"6'8""",2120693,3,2000-08-30,77,82,60,81,78,75,68,82,52,87,80,69,70,65,69,55,80,46,62,46,71,23,10,52,33,27.6,3.3,7.3,0.446,1.5,4,0.378,1.7,3.3,0.529,0.55,2,2.5,0.8,1.1,4.4,5.6,3.4,0.9,0.7,1.8,2.6
Vit Krejci,Atlanta Hawks,Czech Republic,27,SF,SG,Catch & Shoot Threat,"6'8""",195,"7'0""",2162606,5,1998-01-12,70,70,64,80,54,50,75,75,40,80,80,69,70,70,51,50,60,40,50,35,46,23,6.1,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2
Vlatko Cancar,Denver Nuggets,Slovenia,31,PF,SF,Stretch Four,"6'8""",236,"6'11""",2087519,8,1997-04-10,72,88,70,82,92,60,60,74,63,80,87,52,64,54,59,48,73,40,53,41,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walker Kessler,Utah Jazz,United States,24,C,NA,Paint Beast,"7'0""",245,"7'4""",2965920,3,2001-07-26,79,95,68,60,54,70,37,52,74,88,80,42,44,48,74,86,65,37,97,81,83,22,8.1,64,22,23.3,3.6,5.5,0.654,0.1,0.3,0.211,3.5,5.2,0.68,0.66,0.9,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1,2.1
Wendell Carter Jr.,Orlando Magic,United States,34,C,NA,3-Level Scoring Threat,"6'10""",270,"7'5""",11950000,7,1999-04-16,80,81,82,81,72,65,68,55,82,85,81,56,50,70,63,78,47,40,58,68,82,24,11,55,48,25.6,4.1,7.7,0.525,1.2,3.1,0.374,2.9,4.6,0.626,0.6,1.7,2.4,0.694,2,4.9,6.9,1.7,0.6,0.5,1.2,2.2
Wendell Moore Jr.,Detroit Pistons,United States,14,SG,SF,Inside-Out Scoring Threat,"6'5""",215,"6'9""",2537040,3,2001-09-18,70,66,70,76,81,60,70,82,58,85,80,57,67,54,69,66,72,76,67,40,50,22,0.7,25,0,3,0.4,0.7,0.5,0,0.2,0,0.4,0.5,0.75,0.5,0,0,0,0,0.5,0.5,0.2,0.2,0,0.2,0.2
Xavier Tillman,Boston Celtics,United States,26,C,NA,Versatile Defender,"6'7""",245,"7'2""",2237691,5,1998-01-12,74,82,63,62,45,65,46,67,72,82,80,62,61,68,78,78,66,80,81,63,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yves Missi,New Orleans Pelicans,Cameroon,21,C,PF,Interior Threat,"7'0""",210,"7'4""",3193200,1,2004-05-14,70,67,42,30,59,60,78,67,67,80,80,29,35,37,59,78,48,40,69,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zaccharie Risacher,Atlanta Hawks,France,10,SF,SG,3 & D Threat,"6'10""",204,"7'2""",12569040,1,2005-04-08,75,69,72,76,72,65,70,82,56,91,80,72,79,70,70,57,79,59,59,42,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Collins,San Antonio Spurs,United States,23,C,NA,3-Level Scoring Threat,"6'11""",250,"7'1""",16741200,8,1997-11-19,78,90,70,75,81,80,66,65,60,78,80,30,40,30,58,68,45,38,67,65,70,26,11.2,69,29,22.1,4.3,8.9,0.484,0.8,2.6,0.32,3.5,6.3,0.552,0.531,1.8,2.3,0.753,1.7,3.7,5.4,2.8,0.5,0.8,1.9,3
Zach Edey,Memphis Grizzlies,Canada,14,C,NA,Interior Threat,"7'5""",305,"7'11""",5756880,1,2002-05-14,72,84,60,40,71,60,46,31,75,88,80,58,39,63,57,73,37,33,72,69,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach LaVine,Chicago Bulls,United States,8,SG,SF,Mid-Range Slasher,"6'5""",200,"6'8""",43031940,11,1995-03-10,83,85,90,81,87,65,84,84,49,98,83,79,88,88,59,62,69,41,42,30,64,28,19.5,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3
Zeke Nnaji,Denver Nuggets,United States,22,C,PF,Mid-Range Scoring Threat,"6'9""",240,"7'2""",8888889,5,2001-01-09,72,70,76,69,62,65,77,77,70,80,83,33,37,42,56,69,54,41,87,80,55,23,3.2,58,0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4
Ziaire Williams,Brooklyn Nets,United States,1,SF,SG,Rim Attacker,"6'9""",185,"6'10""",6133005,4,2001-09-12,73,56,66,73,77,40,87,87,40,90,80,50,79,54,62,60,73,41,52,43,67,22,8.2,51,15,20.4,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,0.474,1.2,1.5,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7
Zion Williamson,New Orleans Pelicans,United States,1,PF,C,Slashing Shot Creator,"6'6""",284,"6'10""",36725670,6,2000-07-06,88,84,79,73,64,80,85,85,92,83,60,65,78,72,57,59,55,49,61,56,61,23,22.9,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5,7.1,0.702,1.7,4.1,5.8,5,1.1,0.7,2.8,2.3
